date,temp_max,temp_min,precipitation,wind_speed,weather_code,condition,year,month,day
10-09-2022,34.2,24.8,3.1,16.2,63,Sunny,2022,9,10
11-09-2022,33.6,24.5,3.7,15,63,Sunny,2022,9,11
12-09-2022,35,26.9,1,16.6,53,Hot Sunny,2022,9,12
13-09-2022,34.2,25.1,1.6,28.8,51,Sunny,2022,9,13
14-09-2022,30.5,25.2,6.1,30.2,61,Rainy,2022,9,14
15-09-2022,30.1,24.2,9.2,23.2,63,Rainy,2022,9,15
16-09-2022,30.9,23.4,13.4,15.1,65,Rainy,2022,9,16
17-09-2022,33.5,23.5,0.8,14.5,53,Sunny,2022,9,17
18-09-2022,33.2,23.2,0.4,12.1,51,Sunny,2022,9,18
19-09-2022,33.5,24.7,0,13,1,Sunny,2022,9,19
20-09-2022,32,23.9,2.4,9.3,53,Sunny,2022,9,20
21-09-2022,31.5,24.5,1.7,10.5,53,Sunny,2022,9,21
22-09-2022,26.8,23.6,33.9,17.7,63,Heavy Rainy,2022,9,22
23-09-2022,28,23.5,48.2,17.7,65,Heavy Rainy,2022,9,23
24-09-2022,27,23.4,41.5,22.8,63,Heavy Rainy,2022,9,24
25-09-2022,30.8,23.5,0.9,16,53,Sunny,2022,9,25
26-09-2022,31,22.6,0.1,14.8,51,Sunny,2022,9,26
27-09-2022,31.4,22.6,0,13.5,1,Sunny,2022,9,27
28-09-2022,32.1,22.9,0.2,10.5,51,Sunny,2022,9,28
29-09-2022,31.6,22.8,0,14.8,0,Sunny,2022,9,29
30-09-2022,31.9,23,0,14.3,0,Sunny,2022,9,30
01-10-2022,32.5,23.2,0,12,0,Sunny,2022,10,1
02-10-2022,33.1,22.8,0,13.4,1,Sunny,2022,10,2
03-10-2022,33.2,23,0,22.9,0,Sunny,2022,10,3
04-10-2022,32.7,23.1,0,15.1,3,Sunny,2022,10,4
05-10-2022,31.7,22.9,0.1,14.6,51,Sunny,2022,10,5
06-10-2022,30.7,23.1,0,13.4,3,Sunny,2022,10,6
07-10-2022,26.1,23,1.1,14.8,51,Light Drizzle,2022,10,7
08-10-2022,23.6,21.5,37.2,16.2,63,Heavy Rainy,2022,10,8
09-10-2022,25.9,21,47.1,18.1,65,Heavy Rainy,2022,10,9
10-10-2022,27.7,21.2,1.6,14.9,51,Light Drizzle,2022,10,10
11-10-2022,26.6,20.9,2.7,9.4,53,Drizzle,2022,10,11
12-10-2022,28.3,20,0,10.7,3,Sunny,2022,10,12
13-10-2022,29,19,0,14.1,0,Sunny,2022,10,13
14-10-2022,29.4,19,0,14.8,0,Sunny,2022,10,14
15-10-2022,29.5,18.7,0,12.3,0,Sunny,2022,10,15
16-10-2022,29.9,18.2,0,9.9,0,Sunny,2022,10,16
17-10-2022,30.2,18.2,0,10.8,0,Sunny,2022,10,17
18-10-2022,30.4,18.3,0,10.8,0,Sunny,2022,10,18
19-10-2022,30,18.7,0,12.1,0,Sunny,2022,10,19
20-10-2022,30.2,18.5,1.1,11.2,55,Sunny,2022,10,20
21-10-2022,29.9,17.1,0,9.7,0,Sunny,2022,10,21
22-10-2022,29,18,0,11.8,0,Sunny,2022,10,22
23-10-2022,28.5,15.9,0,8.7,0,Sunny,2022,10,23
24-10-2022,29.4,16.5,0,13,0,Sunny,2022,10,24
25-10-2022,29.2,16.2,0,18.7,0,Sunny,2022,10,25
26-10-2022,29.8,16.9,0,9.1,0,Sunny,2022,10,26
27-10-2022,30,16.9,0,9.4,0,Sunny,2022,10,27
28-10-2022,29.9,17,0,9.6,0,Sunny,2022,10,28
29-10-2022,29.2,17.3,0,8.3,0,Sunny,2022,10,29
30-10-2022,29.5,16.6,0,11.2,0,Sunny,2022,10,30
31-10-2022,29.2,16.1,0,8.4,0,Sunny,2022,10,31
01-11-2022,30,17.2,0,10.3,0,Sunny,2022,11,1
02-11-2022,29.1,17.7,0,13.9,0,Sunny,2022,11,2
03-11-2022,30.4,18,0,13.9,3,Sunny,2022,11,3
04-11-2022,30.6,20.7,0,8.7,3,Sunny,2022,11,4
05-11-2022,29.9,19.5,0,13.2,2,Sunny,2022,11,5
06-11-2022,29.2,19,0,9.4,3,Sunny,2022,11,6
07-11-2022,30.4,18.3,0.6,14.3,53,Sunny,2022,11,7
08-11-2022,28.6,17.7,6.9,25.2,63,Rainy,2022,11,8
09-11-2022,27,16.4,0.1,8.2,51,Light Drizzle,2022,11,9
10-11-2022,25.8,17.2,0,12.8,1,Pleasant,2022,11,10
11-11-2022,26.1,15.5,0,18.3,0,Clear Sky,2022,11,11
12-11-2022,26.2,15.4,0,19.7,0,Clear Sky,2022,11,12
13-11-2022,26.5,14.8,0,19.2,3,Cloudy,2022,11,13
14-11-2022,27.5,15.1,0,15.3,3,Cloudy,2022,11,14
15-11-2022,26.5,15.2,0,11.8,2,Pleasant,2022,11,15
16-11-2022,25,15.8,0,17,0,Clear Sky,2022,11,16
17-11-2022,24.2,13.4,0,21.3,0,Clear Sky,2022,11,17
18-11-2022,24.1,12.1,0,13.1,3,Cloudy,2022,11,18
19-11-2022,24,11.6,0,10,3,Cloudy,2022,11,19
20-11-2022,25,11.6,0,13.2,3,Cloudy,2022,11,20
21-11-2022,25.4,12.4,0,15.6,0,Clear Sky,2022,11,21
22-11-2022,25,12.6,0,14.8,0,Clear Sky,2022,11,22
23-11-2022,24.9,11.6,0,18.3,0,Clear Sky,2022,11,23
24-11-2022,24.9,12.1,0,14.6,0,Clear Sky,2022,11,24
25-11-2022,24.7,11.1,0,11,1,Pleasant,2022,11,25
26-11-2022,24.8,11.6,0,15.1,3,Cloudy,2022,11,26
27-11-2022,24.5,11.1,0,9.7,3,Cloudy,2022,11,27
28-11-2022,24.2,9.9,0,9.1,0,Clear Sky,2022,11,28
29-11-2022,24,10.2,0,9.2,3,Cloudy,2022,11,29
30-11-2022,23.8,11.4,0,9.4,3,Cloudy,2022,11,30
01-12-2022,23.5,11.1,0,11.1,2,Pleasant,2022,12,1
02-12-2022,23.4,10.9,0,8.1,3,Cloudy,2022,12,2
03-12-2022,23.7,10.9,0,7.6,2,Pleasant,2022,12,3
04-12-2022,23.5,11.3,0,12,0,Clear Sky,2022,12,4
05-12-2022,22.3,10.4,0,8.3,0,Clear Sky,2022,12,5
06-12-2022,22.6,10.9,0,17.6,0,Clear Sky,2022,12,6
07-12-2022,23,11.3,0,21.2,0,Clear Sky,2022,12,7
08-12-2022,22.8,10.9,0,15.2,0,Clear Sky,2022,12,8
09-12-2022,23.5,10.7,0,12.6,0,Clear Sky,2022,12,9
10-12-2022,25,10.4,0,11.2,0,Clear Sky,2022,12,10
11-12-2022,25.1,11.5,0,12.1,0,Clear Sky,2022,12,11
12-12-2022,24.6,11.4,0,13.2,0,Clear Sky,2022,12,12
13-12-2022,24.4,11.3,0,20.4,0,Clear Sky,2022,12,13
14-12-2022,22.1,11.1,0,19.4,0,Clear Sky,2022,12,14
15-12-2022,21.5,9,0,17.1,0,Clear Sky,2022,12,15
16-12-2022,21.2,8.6,0,13.1,0,Clear Sky,2022,12,16
17-12-2022,21.6,8.2,0,11.9,0,Clear Sky,2022,12,17
18-12-2022,21.5,8.3,0,9.6,0,Clear Sky,2022,12,18
19-12-2022,21.4,8.9,0,10.1,3,Cloudy,2022,12,19
20-12-2022,20.8,8.6,0,10.1,3,Cloudy,2022,12,20
21-12-2022,20.5,7.6,0,10,0,Clear Sky,2022,12,21
22-12-2022,20.2,8.5,0,10.5,1,Pleasant,2022,12,22
23-12-2022,18.9,7.7,0,10.7,3,Cloudy,2022,12,23
24-12-2022,18.9,8.4,0,15,2,Pleasant,2022,12,24
25-12-2022,17.1,6.5,0,13.7,3,Cold,2022,12,25
26-12-2022,18.4,6.2,0,10.9,0,Clear Sky,2022,12,26
27-12-2022,18.8,7.1,0,18.4,3,Cloudy,2022,12,27
28-12-2022,19.6,7.8,0,19.8,2,Pleasant,2022,12,28
29-12-2022,20.2,9.4,0,12.2,3,Cloudy,2022,12,29
30-12-2022,20.7,11.1,0,13.9,3,Cloudy,2022,12,30
31-12-2022,19,9.6,0,17.3,1,Pleasant,2022,12,31
01-01-2023,18.3,7.8,0,8.7,3,Cloudy,2023,1,1
02-01-2023,18.1,6.2,0,9.2,0,Clear Sky,2023,1,2
03-01-2023,16.5,6,0,9.7,3,Cold,2023,1,3
04-01-2023,16.5,5.4,0,11.2,3,Cold,2023,1,4
05-01-2023,15.4,5.3,0,10.2,3,Cold,2023,1,5
06-01-2023,14.1,4.8,0,10.9,3,Cold,2023,1,6
07-01-2023,15.2,3.8,0,13.2,3,Cold,2023,1,7
08-01-2023,17,5.7,0,14.2,3,Cold,2023,1,8
09-01-2023,17.4,5.7,0,7.7,3,Cold,2023,1,9
10-01-2023,18.4,7.4,0,14.4,3,Cloudy,2023,1,10
11-01-2023,19.6,7.6,0,13.7,3,Cloudy,2023,1,11
12-01-2023,20,9.8,0.1,16,51,Light Drizzle,2023,1,12
13-01-2023,18.5,10.6,18.2,16.6,63,Rainy,2023,1,13
14-01-2023,17,7.9,0,17.1,3,Cold,2023,1,14
15-01-2023,15.2,5.4,0,15.9,2,Cold,2023,1,15
16-01-2023,15.5,3.7,0,13.3,0,Cold,2023,1,16
17-01-2023,16.4,3.5,0,14.4,0,Cold,2023,1,17
18-01-2023,16.5,3.2,0,10.6,2,Cold,2023,1,18
19-01-2023,18.4,6.4,0.3,15.5,51,Light Drizzle,2023,1,19
20-01-2023,19.6,9.6,0,14.9,3,Cloudy,2023,1,20
21-01-2023,20.5,6.9,0,8.7,0,Clear Sky,2023,1,21
22-01-2023,21.6,8.1,0,10.6,3,Cloudy,2023,1,22
23-01-2023,22.8,8.4,0,10,3,Cloudy,2023,1,23
24-01-2023,21.2,13.1,11.3,23.2,65,Rainy,2023,1,24
25-01-2023,21,11.9,1,11.5,51,Light Drizzle,2023,1,25
26-01-2023,19,9.9,0,16.4,3,Cloudy,2023,1,26
27-01-2023,18.5,7.5,0,17.4,0,Clear Sky,2023,1,27
28-01-2023,20.7,6.5,0,15.3,2,Pleasant,2023,1,28
29-01-2023,16.4,8.3,4.2,15.2,63,Cold,2023,1,29
30-01-2023,16.1,10.4,10.2,22.3,63,Rainy,2023,1,30
31-01-2023,20.5,9.6,0,20.7,3,Cloudy,2023,1,31
01-02-2023,19.9,9.4,0,19.7,0,Clear Sky,2023,2,1
02-02-2023,21.5,9.4,0,19.4,0,Clear Sky,2023,2,2
03-02-2023,22.4,9.6,0,16.7,0,Clear Sky,2023,2,3
04-02-2023,22.6,10.3,0,18.7,0,Clear Sky,2023,2,4
05-02-2023,23.2,10.9,0,14.3,0,Clear Sky,2023,2,5
06-02-2023,25.1,10.4,0,11.5,3,Cloudy,2023,2,6
07-02-2023,23.4,13.1,0,18.2,0,Clear Sky,2023,2,7
08-02-2023,22.5,10.1,0,16.1,3,Cloudy,2023,2,8
09-02-2023,25.8,9.9,0,15.3,2,Pleasant,2023,2,9
10-02-2023,25.5,12.9,0,15.9,2,Pleasant,2023,2,10
11-02-2023,25.9,13.3,0,16.6,0,Clear Sky,2023,2,11
12-02-2023,21.9,10.6,0,23.8,0,Clear Sky,2023,2,12
13-02-2023,21,9.8,0,27.9,0,Clear Sky,2023,2,13
14-02-2023,23.5,10.9,0,19.3,1,Pleasant,2023,2,14
15-02-2023,25.6,12.8,0,20.9,0,Clear Sky,2023,2,15
16-02-2023,26.1,11.5,0,11,2,Pleasant,2023,2,16
17-02-2023,26.6,13.3,0,9.9,3,Cloudy,2023,2,17
18-02-2023,26.4,12.5,0,10.5,3,Cloudy,2023,2,18
19-02-2023,27.9,14.8,0,10.4,3,Cloudy,2023,2,19
20-02-2023,30.6,15.2,0,12,3,Sunny,2023,2,20
21-02-2023,29,15.1,0,14.2,3,Sunny,2023,2,21
22-02-2023,28.4,13.4,0,14.1,3,Sunny,2023,2,22
23-02-2023,27.4,13.9,0,18.9,0,Clear Sky,2023,2,23
24-02-2023,27.9,13,0,14.5,3,Cloudy,2023,2,24
25-02-2023,28.4,13.4,0,9.9,1,Sunny,2023,2,25
26-02-2023,29.5,14.4,0,13.1,1,Sunny,2023,2,26
27-02-2023,29.8,15.6,0,15,3,Sunny,2023,2,27
28-02-2023,29.3,14.2,0,15.7,3,Sunny,2023,2,28
01-03-2023,29.7,15.6,0,17.5,3,Sunny,2023,3,1
02-03-2023,30,15.1,0,14.8,2,Sunny,2023,3,2
03-03-2023,30.5,16.8,0,18.1,3,Sunny,2023,3,3
04-03-2023,29.8,17.5,0,17.3,3,Sunny,2023,3,4
05-03-2023,29.6,16.3,0,20.8,2,Sunny,2023,3,5
06-03-2023,28.7,15.9,0,17.9,3,Sunny,2023,3,6
07-03-2023,28.7,15.8,0,13.8,3,Sunny,2023,3,7
08-03-2023,28.1,14.8,0.2,14.5,51,Sunny,2023,3,8
09-03-2023,27.5,15.9,0.5,13.8,53,Drizzle,2023,3,9
10-03-2023,29.1,15.5,0,15.1,0,Sunny,2023,3,10
11-03-2023,30,16.2,0,13,1,Sunny,2023,3,11
12-03-2023,31.9,17,0,11.9,3,Sunny,2023,3,12
13-03-2023,32,17.5,0,15.8,3,Sunny,2023,3,13
14-03-2023,31.5,17.2,0,22.2,2,Sunny,2023,3,14
15-03-2023,32.2,17.2,0,20.4,3,Sunny,2023,3,15
16-03-2023,31.9,19,0.1,23,51,Sunny,2023,3,16
17-03-2023,28.5,19.5,1.7,16.7,61,Sunny,2023,3,17
18-03-2023,26.8,16.7,0.3,22.3,51,Light Drizzle,2023,3,18
19-03-2023,25.1,15.2,0.7,12,51,Light Drizzle,2023,3,19
20-03-2023,23.6,16.1,24.3,17.5,65,Heavy Rainy,2023,3,20
21-03-2023,23,14.6,3.2,10.8,55,Heavy Drizzle,2023,3,21
22-03-2023,26.3,14,0,10.1,3,Cloudy,2023,3,22
23-03-2023,28,15.4,0,14.7,3,Sunny,2023,3,23
24-03-2023,27.5,17.2,15.8,23.1,65,Rainy,2023,3,24
25-03-2023,26.2,17.4,1.1,19.8,53,Drizzle,2023,3,25
26-03-2023,27.5,16.5,0,14,1,Pleasant,2023,3,26
27-03-2023,26.8,15.4,0,18.3,0,Clear Sky,2023,3,27
28-03-2023,28.1,15.2,0,17.4,3,Sunny,2023,3,28
29-03-2023,30.8,16.6,0.2,11.8,51,Sunny,2023,3,29
30-03-2023,30.8,17.5,5.7,20.1,63,Rainy,2023,3,30
31-03-2023,24.1,17,9.4,17.4,63,Rainy,2023,3,31
01-04-2023,25.7,15.1,0.9,12.6,51,Light Drizzle,2023,4,1
02-04-2023,28.3,15.9,0,16.8,2,Sunny,2023,4,2
03-04-2023,31.2,16.4,0,14.8,2,Sunny,2023,4,3
04-04-2023,28,17.2,0.2,15.6,51,Sunny,2023,4,4
05-04-2023,30.2,16.2,0,15.3,0,Sunny,2023,4,5
06-04-2023,31.3,16.6,0,16.5,2,Sunny,2023,4,6
07-04-2023,31.2,17.4,0,15.9,0,Sunny,2023,4,7
08-04-2023,31.8,17.1,0,16.2,0,Sunny,2023,4,8
09-04-2023,33.1,18,0,16.6,0,Sunny,2023,4,9
10-04-2023,33.2,19.7,0,15.5,3,Sunny,2023,4,10
11-04-2023,35.9,19.4,0,25.1,3,Hot Sunny,2023,4,11
12-04-2023,36.3,23,0,24.6,3,Hot Sunny,2023,4,12
13-04-2023,37.2,22.1,0,19.6,3,Hot Sunny,2023,4,13
14-04-2023,37.3,21.8,0,17.2,3,Hot Sunny,2023,4,14
15-04-2023,39.1,22,0,14.5,0,Hot Sunny,2023,4,15
16-04-2023,39.2,22.7,0,18.3,3,Hot Sunny,2023,4,16
17-04-2023,39,24.4,0,15.3,1,Hot Sunny,2023,4,17
18-04-2023,39.1,25.5,0,23.5,3,Hot Sunny,2023,4,18
19-04-2023,37.2,25.1,0,23.1,3,Hot Sunny,2023,4,19
20-04-2023,34.7,23.3,0,15.5,3,Sunny,2023,4,20
21-04-2023,35.2,22.4,0,15.3,3,Hot Sunny,2023,4,21
22-04-2023,35.1,20.8,0,17.2,3,Hot Sunny,2023,4,22
23-04-2023,33.8,20.9,0,19.5,3,Sunny,2023,4,23
24-04-2023,31.9,20,0,17.7,3,Sunny,2023,4,24
25-04-2023,33.2,20.5,0,16.8,3,Sunny,2023,4,25
26-04-2023,35.5,22.1,0,11.9,3,Hot Sunny,2023,4,26
27-04-2023,35.8,23.6,0,18.2,3,Hot Sunny,2023,4,27
28-04-2023,33.5,22.4,0,9.6,3,Sunny,2023,4,28
29-04-2023,33.3,21.8,0.6,18.9,53,Sunny,2023,4,29
30-04-2023,30.4,21.1,1.4,20.2,53,Sunny,2023,4,30
01-05-2023,27.8,19.8,5.4,12.8,61,Rainy,2023,5,1
02-05-2023,28,19.3,5.4,18.4,63,Rainy,2023,5,2
03-05-2023,28.2,19.9,6.8,14.8,63,Rainy,2023,5,3
04-05-2023,29.6,18.7,0,7.8,3,Sunny,2023,5,4
05-05-2023,30.8,20.6,5.4,13.5,63,Rainy,2023,5,5
06-05-2023,35.3,20.7,0,21.7,2,Hot Sunny,2023,5,6
07-05-2023,36,22,0,17.4,1,Hot Sunny,2023,5,7
08-05-2023,36.6,21.9,0,22.2,2,Hot Sunny,2023,5,8
09-05-2023,37.1,21.4,0,21.1,0,Hot Sunny,2023,5,9
10-05-2023,36.5,21.9,0,22.9,0,Hot Sunny,2023,5,10
11-05-2023,38.9,22,0,16.1,0,Hot Sunny,2023,5,11
12-05-2023,41.7,23,0,16,3,Extreme Hot,2023,5,12
13-05-2023,41.5,25,0,13.7,3,Extreme Hot,2023,5,13
14-05-2023,40.5,26.5,0,25,3,Extreme Hot,2023,5,14
15-05-2023,40.5,25.1,0,14.3,1,Extreme Hot,2023,5,15
16-05-2023,38.5,26.8,0,26.2,3,Hot Sunny,2023,5,16
17-05-2023,40.9,26,0,20.6,3,Extreme Hot,2023,5,17
18-05-2023,38,23.9,0,21.6,3,Hot Sunny,2023,5,18
19-05-2023,37.8,25.9,0,21.6,0,Hot Sunny,2023,5,19
20-05-2023,40,24.8,0,24.1,0,Extreme Hot,2023,5,20
21-05-2023,42.4,25.4,0,23,3,Extreme Hot,2023,5,21
22-05-2023,42.1,29.8,0,28,3,Extreme Hot,2023,5,22
23-05-2023,43.6,30,1,28,53,Extreme Hot,2023,5,23
24-05-2023,37.7,26.2,0.2,18.5,51,Hot Sunny,2023,5,24
25-05-2023,33.8,23.4,0.2,19.5,51,Sunny,2023,5,25
26-05-2023,34.5,22.6,0,9.4,3,Sunny,2023,5,26
27-05-2023,33.8,21,19.2,36.1,63,Rainy,2023,5,27
28-05-2023,33.8,24,0.3,18.1,51,Sunny,2023,5,28
29-05-2023,34,22.5,1.2,20,53,Sunny,2023,5,29
30-05-2023,34.1,22.7,0.1,17.4,51,Sunny,2023,5,30
31-05-2023,30.9,21.6,2.9,24.8,61,Sunny,2023,5,31
01-06-2023,33.6,19.9,0.4,16.4,51,Sunny,2023,6,1
02-06-2023,33,22,1.3,17.8,53,Sunny,2023,6,2
03-06-2023,34.8,22.7,0,11.7,3,Sunny,2023,6,3
04-06-2023,36.2,23.9,1.6,13.5,61,Hot Sunny,2023,6,4
05-06-2023,37.1,25.1,0.1,26.8,51,Hot Sunny,2023,6,5
06-06-2023,38.8,24.1,0,19,3,Hot Sunny,2023,6,6
07-06-2023,38.4,25,0,20.5,1,Hot Sunny,2023,6,7
08-06-2023,39.2,25.1,0,21.6,1,Hot Sunny,2023,6,8
09-06-2023,40.8,26,0,21.9,2,Extreme Hot,2023,6,9
10-06-2023,40.3,26.5,0,21.4,2,Extreme Hot,2023,6,10
11-06-2023,39.2,28.1,0,21.9,1,Hot Sunny,2023,6,11
12-06-2023,41,29,0,26.9,1,Extreme Hot,2023,6,12
13-06-2023,41.8,30.2,0,30.6,1,Extreme Hot,2023,6,13
14-06-2023,40.5,30.6,0,30,2,Extreme Hot,2023,6,14
15-06-2023,37.3,30.3,0.4,30.8,51,Hot Sunny,2023,6,15
16-06-2023,38.7,27.4,1.2,28.1,53,Hot Sunny,2023,6,16
17-06-2023,39.3,26.3,0.3,15.2,51,Hot Sunny,2023,6,17
18-06-2023,38.7,28.4,4,17.7,61,Hot Sunny,2023,6,18
19-06-2023,32.3,27.4,6.6,12.9,61,Rainy,2023,6,19
20-06-2023,36.5,26.1,16.6,20.6,65,Rainy,2023,6,20
21-06-2023,35.6,25.6,20.3,18,65,Heavy Rainy,2023,6,21
22-06-2023,36,27.1,2.7,17.2,61,Hot Sunny,2023,6,22
23-06-2023,35.3,26.1,6.1,18.4,63,Rainy,2023,6,23
24-06-2023,34.5,27.6,10.7,17.7,63,Rainy,2023,6,24
25-06-2023,32.3,25.8,13.6,15.2,65,Rainy,2023,6,25
26-06-2023,32.8,25,5.8,7.6,63,Rainy,2023,6,26
27-06-2023,33.5,25.2,8.1,17.7,63,Rainy,2023,6,27
28-06-2023,34,26,12.2,13.5,63,Rainy,2023,6,28
29-06-2023,32.4,25.8,11.7,16.9,63,Rainy,2023,6,29
30-06-2023,33.8,25.2,12.7,13.4,63,Rainy,2023,6,30
01-07-2023,33.7,24.6,1.9,23.2,55,Sunny,2023,7,1
02-07-2023,35.3,25.9,0.9,10.5,53,Hot Sunny,2023,7,2
03-07-2023,36.5,27,4.5,20.7,63,Hot Sunny,2023,7,3
04-07-2023,36.7,26.1,2.5,16.6,61,Hot Sunny,2023,7,4
05-07-2023,33.5,24.4,13,16.3,65,Rainy,2023,7,5
06-07-2023,33,25.2,4.8,14.7,63,Sunny,2023,7,6
07-07-2023,33.2,24.9,10,15.8,63,Rainy,2023,7,7
08-07-2023,29.6,26,34.4,21.9,65,Heavy Rainy,2023,7,8
09-07-2023,30.8,25.1,29.7,16.5,65,Heavy Rainy,2023,7,9
10-07-2023,31,25.8,34.1,13,65,Heavy Rainy,2023,7,10
11-07-2023,33.2,25.1,2.9,11.6,61,Sunny,2023,7,11
12-07-2023,33.5,25.6,9.6,15,63,Rainy,2023,7,12
13-07-2023,33.2,26,5.2,14.7,63,Rainy,2023,7,13
14-07-2023,33.8,25.6,21.1,14.4,65,Heavy Rainy,2023,7,14
15-07-2023,33.2,26,17.7,20.7,65,Rainy,2023,7,15
16-07-2023,32.9,25.1,21.9,12.9,63,Heavy Rainy,2023,7,16
17-07-2023,33.3,26.2,11.8,10.1,63,Rainy,2023,7,17
18-07-2023,31.7,25.4,13.4,15.5,63,Rainy,2023,7,18
19-07-2023,33,26.2,9.3,13,65,Rainy,2023,7,19
20-07-2023,35.2,26.9,23.7,16.8,65,Heavy Rainy,2023,7,20
21-07-2023,35.5,26.5,4.2,15.5,63,Hot Sunny,2023,7,21
22-07-2023,34.3,27.2,6,19.9,63,Rainy,2023,7,22
23-07-2023,34.2,28.2,0.6,21.9,51,Sunny,2023,7,23
24-07-2023,34,27.4,7.8,15.5,63,Rainy,2023,7,24
25-07-2023,34.1,25.5,11.8,14.9,63,Rainy,2023,7,25
26-07-2023,29.6,25.5,18.3,14.3,63,Rainy,2023,7,26
27-07-2023,31.7,26.3,11,8.9,63,Rainy,2023,7,27
28-07-2023,32.8,26.3,27,10.2,63,Heavy Rainy,2023,7,28
29-07-2023,31.4,24.6,11.2,13.5,63,Rainy,2023,7,29
30-07-2023,33.1,25,2.3,14,61,Sunny,2023,7,30
31-07-2023,33.6,25.1,0.8,18.6,51,Sunny,2023,7,31
01-08-2023,34.6,26.9,0.2,18.7,51,Sunny,2023,8,1
02-08-2023,35,27.2,1.4,17.8,53,Hot Sunny,2023,8,2
03-08-2023,34,26.5,9.6,18,65,Rainy,2023,8,3
04-08-2023,31.7,26,11.5,9.4,63,Rainy,2023,8,4
05-08-2023,33.7,26.3,4.8,12.9,61,Sunny,2023,8,5
06-08-2023,34.8,26,1.9,19.8,55,Sunny,2023,8,6
07-08-2023,34.2,27.1,0.1,22,51,Sunny,2023,8,7
08-08-2023,34.3,26.9,0,24.5,3,Sunny,2023,8,8
09-08-2023,34.5,27.4,0,20.2,3,Sunny,2023,8,9
10-08-2023,34,27.2,1.7,17.5,55,Sunny,2023,8,10
11-08-2023,34.5,27.2,1.6,15.7,55,Sunny,2023,8,11
12-08-2023,35.3,28.1,0,20.7,3,Hot Sunny,2023,8,12
13-08-2023,35.5,27.6,0.7,18.8,51,Hot Sunny,2023,8,13
14-08-2023,33.5,26.8,0,13.2,3,Sunny,2023,8,14
15-08-2023,34.7,25.8,0.1,9.7,51,Sunny,2023,8,15
16-08-2023,36,25.6,0.1,16.8,51,Hot Sunny,2023,8,16
17-08-2023,36,27.8,0,20.3,3,Hot Sunny,2023,8,17
18-08-2023,36.1,28.3,0.1,15.1,51,Hot Sunny,2023,8,18
19-08-2023,34.1,26.1,7.4,19.1,63,Rainy,2023,8,19
20-08-2023,35.8,27.8,0.1,18,51,Hot Sunny,2023,8,20
21-08-2023,36.2,28,0.8,14.7,53,Hot Sunny,2023,8,21
22-08-2023,35.3,27.4,12.6,18,63,Rainy,2023,8,22
23-08-2023,29.9,25.6,15.5,20.9,63,Rainy,2023,8,23
24-08-2023,33.2,24.8,0,17,3,Sunny,2023,8,24
25-08-2023,33.9,25.6,0,16.7,3,Sunny,2023,8,25
26-08-2023,34.3,27.3,0,18.9,3,Sunny,2023,8,26
27-08-2023,34.8,27,0.1,23.2,51,Sunny,2023,8,27
28-08-2023,34.8,26.2,2.2,22.5,61,Sunny,2023,8,28
29-08-2023,35,25.8,0,19.3,1,Hot Sunny,2023,8,29
30-08-2023,36.3,26.6,0,15.5,1,Hot Sunny,2023,8,30
31-08-2023,36.4,25.6,0,14.4,1,Hot Sunny,2023,8,31
01-09-2023,37.3,26.6,0,19.3,1,Hot Sunny,2023,9,1
02-09-2023,37.2,27.2,0,23.4,0,Hot Sunny,2023,9,2
03-09-2023,36.7,26.3,0,22,0,Hot Sunny,2023,9,3
04-09-2023,37.3,25.6,0,18.6,0,Hot Sunny,2023,9,4
05-09-2023,36.2,26.5,6.1,12.5,63,Rainy,2023,9,5
06-09-2023,36.2,24.3,1.7,21.4,53,Hot Sunny,2023,9,6
07-09-2023,38.3,27,0,9.6,1,Hot Sunny,2023,9,7
08-09-2023,36.5,25.5,1.3,20.3,55,Hot Sunny,2023,9,8
09-09-2023,32.3,25.4,2.5,25.4,53,Sunny,2023,9,9
10-09-2023,30,24.1,35.3,17.6,65,Heavy Rainy,2023,9,10
11-09-2023,32.1,23.9,1,19.8,53,Sunny,2023,9,11
12-09-2023,33.3,24.4,0,9.6,3,Sunny,2023,9,12
13-09-2023,33.7,26.4,7.4,16.3,63,Rainy,2023,9,13
14-09-2023,34.1,26.6,5.5,15.3,63,Rainy,2023,9,14
15-09-2023,32,25.5,5.7,14.6,61,Rainy,2023,9,15
16-09-2023,31.5,26.4,7.8,23.9,63,Rainy,2023,9,16
17-09-2023,31.6,25.1,6.5,22.5,61,Rainy,2023,9,17
18-09-2023,31.6,24.6,2.1,23.1,61,Sunny,2023,9,18
19-09-2023,33,24.6,0.2,11.5,51,Sunny,2023,9,19
20-09-2023,33,25.5,0.9,9.2,53,Sunny,2023,9,20
21-09-2023,33.5,26,2.6,22,55,Sunny,2023,9,21
22-09-2023,33.2,25.2,0.3,10.5,51,Sunny,2023,9,22
23-09-2023,32.8,25.6,1.4,13.7,53,Sunny,2023,9,23
24-09-2023,32.8,25.3,0.9,14.8,53,Sunny,2023,9,24
25-09-2023,32.9,24.5,0.2,9.4,51,Sunny,2023,9,25
26-09-2023,32.9,24.9,0.2,9.4,51,Sunny,2023,9,26
27-09-2023,33.3,23.3,0,14,0,Sunny,2023,9,27
28-09-2023,33,20.5,0,12.9,3,Sunny,2023,9,28
29-09-2023,33.2,20.4,0,9.7,3,Sunny,2023,9,29
30-09-2023,34.8,22.8,0,17.6,2,Sunny,2023,9,30
