date,temp_max,temp_min,precipitation,wind_speed,weather_code,condition,year,month,day
21-08-2021,29,24.9,30.3,16.3,63,Heavy Rainy,2021,8,21
22-08-2021,31.1,24.9,9.8,14.5,63,Rainy,2021,8,22
23-08-2021,31.6,25.9,5.9,12.3,61,Rainy,2021,8,23
24-08-2021,32,26.5,2.1,9.2,53,Sunny,2021,8,24
25-08-2021,34.2,27.9,0,26.6,3,Sunny,2021,8,25
26-08-2021,33.8,27.2,0,22.7,3,Sunny,2021,8,26
27-08-2021,34,25.8,0,16.2,3,Sunny,2021,8,27
28-08-2021,33.4,26.6,0,11.3,3,Sunny,2021,8,28
29-08-2021,32.3,25.9,1.3,13.2,53,Sunny,2021,8,29
30-08-2021,30.8,25.2,1.2,13.9,51,Sunny,2021,8,30
31-08-2021,31,24.7,5.3,16.4,63,Rainy,2021,8,31
01-09-2021,29.8,24.2,10.7,13.1,63,Rainy,2021,9,1
02-09-2021,31.7,24.6,1.2,8,51,Sunny,2021,9,2
03-09-2021,30.9,25.2,11.3,13.8,63,Rainy,2021,9,3
04-09-2021,30.6,24.9,14.7,10,65,Rainy,2021,9,4
05-09-2021,31.8,25.4,3.8,9.9,55,Sunny,2021,9,5
06-09-2021,32.2,26,4.1,9.7,63,Sunny,2021,9,6
07-09-2021,30.5,25.7,7.6,16.2,63,Rainy,2021,9,7
08-09-2021,30.6,26,2.3,24.8,51,Sunny,2021,9,8
09-09-2021,30.9,24.9,4.4,20.3,55,Sunny,2021,9,9
10-09-2021,30,24.9,16.6,19.4,63,Rainy,2021,9,10
11-09-2021,28.6,23.9,15.3,25.5,63,Rainy,2021,9,11
12-09-2021,29.1,24.5,6.4,13.3,61,Rainy,2021,9,12
13-09-2021,31.5,25.5,7.8,9.2,63,Rainy,2021,9,13
14-09-2021,31.1,25.6,0.3,16,51,Sunny,2021,9,14
15-09-2021,32.2,25.5,0,19.2,3,Sunny,2021,9,15
16-09-2021,32.7,25.2,4.1,21.6,63,Sunny,2021,9,16
17-09-2021,29.1,23.5,1.5,26.6,53,Sunny,2021,9,17
18-09-2021,30.8,24.2,0.1,18.1,51,Sunny,2021,9,18
19-09-2021,31.6,25.1,0.3,13.5,51,Sunny,2021,9,19
20-09-2021,32,24.9,0.7,14,51,Sunny,2021,9,20
21-09-2021,31.1,26,1.7,13.4,53,Sunny,2021,9,21
22-09-2021,29.8,24.5,17.3,14.4,63,Rainy,2021,9,22
23-09-2021,29.4,24.5,6.4,14.8,61,Rainy,2021,9,23
24-09-2021,30.6,24.6,2.1,11.7,53,Sunny,2021,9,24
25-09-2021,30.8,24.5,2.1,9.9,55,Sunny,2021,9,25
26-09-2021,30.5,24,1.5,14.9,51,Sunny,2021,9,26
27-09-2021,31.9,24.5,0.2,8.2,51,Sunny,2021,9,27
28-09-2021,32,25.6,1.7,15.8,61,Sunny,2021,9,28
29-09-2021,31.5,25.1,0.2,16,51,Sunny,2021,9,29
30-09-2021,31.5,25.2,0.7,9,51,Sunny,2021,9,30
01-10-2021,32.2,25.2,0.2,6.6,51,Sunny,2021,10,1
02-10-2021,33,25.5,0.2,12.7,51,Sunny,2021,10,2
03-10-2021,33.4,25.7,0,16.8,1,Sunny,2021,10,3
04-10-2021,32.8,25.8,0.1,11.4,51,Sunny,2021,10,4
05-10-2021,32.2,24.5,2.3,8.8,53,Sunny,2021,10,5
06-10-2021,32.3,25.5,0.1,11,51,Sunny,2021,10,6
07-10-2021,32.4,23.1,0,11.7,0,Sunny,2021,10,7
08-10-2021,33.2,23.2,0,12.5,0,Sunny,2021,10,8
09-10-2021,34.1,23,0,12.6,0,Sunny,2021,10,9
10-10-2021,34.8,22.1,0,9.2,0,Sunny,2021,10,10
11-10-2021,34.7,22.2,0,10.2,0,Sunny,2021,10,11
12-10-2021,34.5,22.6,0,10.8,0,Sunny,2021,10,12
13-10-2021,32.8,21.2,0,19.3,0,Sunny,2021,10,13
14-10-2021,32,19.5,0,17.6,0,Sunny,2021,10,14
15-10-2021,33.1,19.5,0,12.1,0,Sunny,2021,10,15
16-10-2021,33.5,20.9,0,9.7,3,Sunny,2021,10,16
17-10-2021,31,23,3.3,18.1,61,Sunny,2021,10,17
18-10-2021,23.7,20.9,27.4,15.2,65,Heavy Rainy,2021,10,18
19-10-2021,28.9,19.3,0,18.2,0,Sunny,2021,10,19
20-10-2021,30.8,20,0,14.6,0,Sunny,2021,10,20
21-10-2021,29.6,18.1,0,21.8,0,Sunny,2021,10,21
22-10-2021,30.2,20.2,0,18.8,0,Sunny,2021,10,22
23-10-2021,29.6,19.5,0,11.5,1,Sunny,2021,10,23
24-10-2021,27.3,19,0.2,17.3,51,Light Drizzle,2021,10,24
25-10-2021,27.3,17.3,0,10.2,1,Pleasant,2021,10,25
26-10-2021,26.6,16.8,0,13.4,0,Clear Sky,2021,10,26
27-10-2021,27.2,15.6,0,15.2,0,Clear Sky,2021,10,27
28-10-2021,27.4,15.4,0,12.8,0,Clear Sky,2021,10,28
29-10-2021,28.3,14.8,0,9,0,Sunny,2021,10,29
30-10-2021,28.4,15.8,0,18.2,0,Sunny,2021,10,30
31-10-2021,28.9,16.3,0,15.2,0,Sunny,2021,10,31
01-11-2021,28.9,16.1,0,12.2,0,Sunny,2021,11,1
02-11-2021,27.8,16.4,0,14.7,0,Clear Sky,2021,11,2
03-11-2021,28.5,15.6,0,12.9,0,Sunny,2021,11,3
04-11-2021,27.6,15.1,0,9.4,0,Clear Sky,2021,11,4
05-11-2021,27.4,14.8,0,10.1,3,Cloudy,2021,11,5
06-11-2021,28.4,14.6,0,19.9,3,Sunny,2021,11,6
07-11-2021,28.4,15.6,0,13.6,2,Sunny,2021,11,7
08-11-2021,28.7,14.6,0,13.1,3,Sunny,2021,11,8
09-11-2021,28.1,15.3,0,12.3,3,Sunny,2021,11,9
10-11-2021,28.8,13.8,0,12.4,3,Sunny,2021,11,10
11-11-2021,28.2,13.5,0,12,3,Sunny,2021,11,11
12-11-2021,28,14.5,0,12.8,2,Sunny,2021,11,12
13-11-2021,27,12.6,0,12.9,0,Clear Sky,2021,11,13
14-11-2021,26.2,11.7,0,10.3,0,Clear Sky,2021,11,14
15-11-2021,25.8,12.2,0,11.8,0,Clear Sky,2021,11,15
16-11-2021,25.2,11.3,0,11,0,Clear Sky,2021,11,16
17-11-2021,24.6,10.9,0,9.7,3,Cloudy,2021,11,17
18-11-2021,24.5,12,0,6.3,3,Cloudy,2021,11,18
19-11-2021,24.8,11.8,0,8.2,3,Cloudy,2021,11,19
20-11-2021,25.1,15.6,0,9.1,3,Cloudy,2021,11,20
21-11-2021,25.9,13.4,0,13.9,0,Clear Sky,2021,11,21
22-11-2021,26,12.9,0,21.6,0,Clear Sky,2021,11,22
23-11-2021,25.6,12.2,0,15.6,0,Clear Sky,2021,11,23
24-11-2021,26,11.4,0,10.2,0,Clear Sky,2021,11,24
25-11-2021,25.1,11.9,0,8.7,0,Clear Sky,2021,11,25
26-11-2021,25.2,11.8,0,9.3,0,Clear Sky,2021,11,26
27-11-2021,25.2,12.9,0,10.6,1,Pleasant,2021,11,27
28-11-2021,25,13.6,0,9.8,1,Pleasant,2021,11,28
29-11-2021,24.9,11.4,0,15,3,Cloudy,2021,11,29
30-11-2021,24.8,12.5,0,14.7,3,Cloudy,2021,11,30
01-12-2021,21.9,13.4,0,8.9,3,Cloudy,2021,12,1
02-12-2021,19.7,14.1,3.9,11.3,55,Heavy Drizzle,2021,12,2
03-12-2021,22.6,12.8,0,9.2,3,Cloudy,2021,12,3
04-12-2021,24,11.6,0,9.8,0,Clear Sky,2021,12,4
05-12-2021,24.3,13.4,0.5,9.1,53,Drizzle,2021,12,5
06-12-2021,23.2,14.3,1.6,12.9,53,Drizzle,2021,12,6
07-12-2021,22.8,12.6,0,16.3,0,Clear Sky,2021,12,7
08-12-2021,22.1,11.1,0,12.2,0,Clear Sky,2021,12,8
09-12-2021,22,9.3,0,8,0,Clear Sky,2021,12,9
10-12-2021,22.1,10,0,11.9,0,Clear Sky,2021,12,10
11-12-2021,21.6,9.4,0,13.6,3,Cloudy,2021,12,11
12-12-2021,21,8.9,0,8,3,Cloudy,2021,12,12
13-12-2021,19.2,8.2,0,7.1,3,Cloudy,2021,12,13
14-12-2021,20.6,8.8,0,9.4,3,Cloudy,2021,12,14
15-12-2021,20.6,9.2,0,11.3,0,Clear Sky,2021,12,15
16-12-2021,18,9.9,0,16.2,3,Cold,2021,12,16
17-12-2021,17.9,7.9,0,18.3,1,Cold,2021,12,17
18-12-2021,17.8,6.2,0,22,0,Cold,2021,12,18
19-12-2021,17.5,6.1,0,17.5,1,Cold,2021,12,19
20-12-2021,18.1,5.9,0,13.3,3,Cloudy,2021,12,20
21-12-2021,19.5,5.2,0,10.6,3,Cloudy,2021,12,21
22-12-2021,20.1,5.8,0,10.5,3,Cloudy,2021,12,22
23-12-2021,21.1,8.4,0,9.9,3,Cloudy,2021,12,23
24-12-2021,21.4,9.6,0,10.4,3,Cloudy,2021,12,24
25-12-2021,21.1,10.6,0,10.1,3,Cloudy,2021,12,25
26-12-2021,18.4,10.8,4.6,14,55,Heavy Drizzle,2021,12,26
27-12-2021,19.6,10.7,3.2,13.2,61,Rainy,2021,12,27
28-12-2021,19.5,10.4,1.7,8.3,53,Drizzle,2021,12,28
29-12-2021,19,8.4,0,14.8,3,Cloudy,2021,12,29
30-12-2021,17.9,5.2,0,11.5,3,Cold,2021,12,30
31-12-2021,17.8,5,0,10.2,3,Cold,2021,12,31
01-01-2022,18.1,5.7,0,9.7,2,Pleasant,2022,1,1
02-01-2022,18.8,6.8,0,9.1,3,Cloudy,2022,1,2
03-01-2022,20.1,7.4,0,10.4,3,Cloudy,2022,1,3
04-01-2022,22,8.1,0.2,9.3,51,Light Drizzle,2022,1,4
05-01-2022,14.9,11.6,9.6,20.5,55,Rainy,2022,1,5
06-01-2022,18.6,12,0.9,20.4,53,Drizzle,2022,1,6
07-01-2022,19.9,12.7,1.9,19.7,61,Rainy,2022,1,7
08-01-2022,17.1,14.1,16.2,21.8,63,Rainy,2022,1,8
09-01-2022,17,10.4,3.6,14,61,Cold,2022,1,9
10-01-2022,16.9,7.9,0,11.8,1,Cold,2022,1,10
11-01-2022,17.4,7.3,0,13.1,0,Cold,2022,1,11
12-01-2022,17.1,7.6,0,10.1,3,Cold,2022,1,12
13-01-2022,17.4,7.2,0,6.4,3,Cold,2022,1,13
14-01-2022,16.5,6.2,0,11.2,3,Cold,2022,1,14
15-01-2022,16.8,5.8,0,9.8,3,Cold,2022,1,15
16-01-2022,15.8,5.8,0,8.6,3,Cold,2022,1,16
17-01-2022,14.1,4.7,0,6.7,3,Cold,2022,1,17
18-01-2022,16.1,5.3,0,11.5,3,Cold,2022,1,18
19-01-2022,17.7,6.6,0.7,10.1,53,Cold,2022,1,19
20-01-2022,17.7,9.3,0.9,7.6,53,Cold,2022,1,20
21-01-2022,18.4,7.2,0,11.3,3,Cloudy,2022,1,21
22-01-2022,16,11.9,22.8,31.8,63,Heavy Rainy,2022,1,22
23-01-2022,16.6,9.2,3.5,12.1,55,Cold,2022,1,23
24-01-2022,16.2,7.1,0.6,12.6,51,Cold,2022,1,24
25-01-2022,16.4,6.2,0,13.6,3,Cold,2022,1,25
26-01-2022,16.8,6.3,0,16.6,2,Cold,2022,1,26
27-01-2022,17.8,6.9,0,21.1,0,Cold,2022,1,27
28-01-2022,17.9,7.1,0,21.3,0,Cold,2022,1,28
29-01-2022,19.5,6.8,0,12.9,0,Clear Sky,2022,1,29
30-01-2022,20.2,8.9,0,20.3,0,Clear Sky,2022,1,30
31-01-2022,20.9,8.1,0,9.8,0,Clear Sky,2022,1,31
01-02-2022,20.8,8.6,0,14.1,3,Cloudy,2022,2,1
02-02-2022,20.5,8.9,0,20.4,2,Pleasant,2022,2,2
03-02-2022,15.1,10.3,16.6,32.2,63,Rainy,2022,2,3
04-02-2022,16.5,8.2,0.2,19.1,51,Cold,2022,2,4
05-02-2022,16.6,5.7,0,10.2,3,Cold,2022,2,5
06-02-2022,20.5,7.4,0,10,0,Clear Sky,2022,2,6
07-02-2022,22.2,8.2,0,11.2,3,Cloudy,2022,2,7
08-02-2022,22.1,10.6,1.4,9.7,53,Drizzle,2022,2,8
09-02-2022,18.5,10.3,3.6,13.9,61,Rainy,2022,2,9
10-02-2022,20,8,0,19.9,3,Cloudy,2022,2,10
11-02-2022,20.1,9.9,0,23,0,Clear Sky,2022,2,11
12-02-2022,21.1,9.4,0,17.7,0,Clear Sky,2022,2,12
13-02-2022,22.4,8.4,0,11.2,0,Clear Sky,2022,2,13
14-02-2022,23.1,9.1,0,10.7,0,Clear Sky,2022,2,14
15-02-2022,23.2,10.9,0,11.3,0,Clear Sky,2022,2,15
16-02-2022,23.6,10,0,13,0,Clear Sky,2022,2,16
17-02-2022,24.2,10.6,0,13.1,1,Pleasant,2022,2,17
18-02-2022,25,9.9,0,15.5,2,Pleasant,2022,2,18
19-02-2022,24,10.4,0,18.2,0,Clear Sky,2022,2,19
20-02-2022,23.7,12.4,0,24.8,0,Clear Sky,2022,2,20
21-02-2022,24.5,11.1,0,13.3,0,Clear Sky,2022,2,21
22-02-2022,25.4,12.4,0,30.2,3,Cloudy,2022,2,22
23-02-2022,23.8,14.1,0,27.4,3,Cloudy,2022,2,23
24-02-2022,25,12.2,0,12.7,3,Cloudy,2022,2,24
25-02-2022,25,12.6,0,17.9,3,Cloudy,2022,2,25
26-02-2022,23.5,14.3,1.5,25.3,53,Drizzle,2022,2,26
27-02-2022,23.4,12.2,0,14.2,2,Pleasant,2022,2,27
28-02-2022,23,10.9,0,15.4,3,Cloudy,2022,2,28
01-03-2022,24.4,10.6,0,10.5,2,Pleasant,2022,3,1
02-03-2022,25.6,11.3,0,9.6,2,Pleasant,2022,3,2
03-03-2022,26.9,13,1.6,9.4,55,Heavy Drizzle,2022,3,3
04-03-2022,25,13.3,0,16.7,1,Pleasant,2022,3,4
05-03-2022,25.7,13.1,0,19.2,0,Clear Sky,2022,3,5
06-03-2022,26.2,13.9,0,11.3,3,Cloudy,2022,3,6
07-03-2022,28,14.2,0,10.8,3,Sunny,2022,3,7
08-03-2022,29.6,14.2,0,14.3,3,Sunny,2022,3,8
09-03-2022,30.1,15.4,0,17.4,3,Sunny,2022,3,9
10-03-2022,29,16.4,0,19.6,3,Sunny,2022,3,10
11-03-2022,28.9,15.8,0,18.9,0,Sunny,2022,3,11
12-03-2022,30,15.3,0,16.3,0,Sunny,2022,3,12
13-03-2022,31.5,16.9,0,16.7,0,Sunny,2022,3,13
14-03-2022,31.9,16,0,12.9,0,Sunny,2022,3,14
15-03-2022,33.3,18.8,0,15.6,0,Sunny,2022,3,15
16-03-2022,34.6,19.9,0,24.5,3,Sunny,2022,3,16
17-03-2022,33.2,20,0,11.6,2,Sunny,2022,3,17
18-03-2022,34,21.8,0,13.8,2,Sunny,2022,3,18
19-03-2022,34.5,20.4,0,9.8,1,Sunny,2022,3,19
20-03-2022,36.1,21.8,0,13.4,0,Hot Sunny,2022,3,20
21-03-2022,35.8,20.1,0,17,0,Hot Sunny,2022,3,21
22-03-2022,34.9,20.7,0,25,0,Sunny,2022,3,22
23-03-2022,35.2,18.9,0,16.3,2,Hot Sunny,2022,3,23
24-03-2022,34.3,20.7,0,21.3,0,Sunny,2022,3,24
25-03-2022,34.5,19.4,0,21.1,0,Sunny,2022,3,25
26-03-2022,34.7,19.7,0,30.5,0,Sunny,2022,3,26
27-03-2022,36.2,20,0,20.6,0,Hot Sunny,2022,3,27
28-03-2022,37.5,20.1,0,18.1,0,Hot Sunny,2022,3,28
29-03-2022,38.4,19,0,19.2,0,Hot Sunny,2022,3,29
30-03-2022,38.3,20.5,0,12.9,0,Hot Sunny,2022,3,30
31-03-2022,38.7,21.3,0,15,0,Hot Sunny,2022,3,31
01-04-2022,35.9,21.5,0,20.4,0,Hot Sunny,2022,4,1
02-04-2022,37.4,19.9,0,11.6,0,Hot Sunny,2022,4,2
03-04-2022,38.8,21.9,0,14.2,0,Hot Sunny,2022,4,3
04-04-2022,37.8,21.8,0,17.3,3,Hot Sunny,2022,4,4
05-04-2022,38.2,20.8,0,17.9,3,Hot Sunny,2022,4,5
06-04-2022,38.7,20.9,0,19.1,3,Hot Sunny,2022,4,6
07-04-2022,39.3,21.4,0,18.3,0,Hot Sunny,2022,4,7
08-04-2022,40.8,23,0,17.3,0,Extreme Hot,2022,4,8
09-04-2022,41.6,22.4,0,18.3,1,Extreme Hot,2022,4,9
10-04-2022,41,24.1,0,22.7,0,Extreme Hot,2022,4,10
11-04-2022,41.4,24.5,0,17.1,3,Extreme Hot,2022,4,11
12-04-2022,39.8,26,0,17,3,Hot Sunny,2022,4,12
13-04-2022,38.8,23.8,0,17.5,1,Hot Sunny,2022,4,13
14-04-2022,39.2,25.2,0,19,3,Hot Sunny,2022,4,14
15-04-2022,38.8,24,0,19.7,2,Hot Sunny,2022,4,15
16-04-2022,39.5,23.1,0,21.4,1,Hot Sunny,2022,4,16
17-04-2022,40.5,24,0,15.7,2,Extreme Hot,2022,4,17
18-04-2022,41.3,24.1,0,15.1,0,Extreme Hot,2022,4,18
19-04-2022,41.8,25.1,0,24,0,Extreme Hot,2022,4,19
20-04-2022,40.8,27.2,0,24,3,Extreme Hot,2022,4,20
21-04-2022,36.7,26.2,0,26.9,3,Hot Sunny,2022,4,21
22-04-2022,38.3,22.6,0,18.5,0,Hot Sunny,2022,4,22
23-04-2022,39.2,23.8,0,16.3,0,Hot Sunny,2022,4,23
24-04-2022,39.7,24.2,0,29,2,Hot Sunny,2022,4,24
25-04-2022,40.5,25.1,0,19.6,3,Extreme Hot,2022,4,25
26-04-2022,40.6,25,0,22.9,1,Extreme Hot,2022,4,26
27-04-2022,41.2,23.9,0,19.4,0,Extreme Hot,2022,4,27
28-04-2022,43,26,0,15.6,3,Extreme Hot,2022,4,28
29-04-2022,43.5,27,0,22.3,2,Extreme Hot,2022,4,29
30-04-2022,43.2,28.2,0,20.4,1,Extreme Hot,2022,4,30
01-05-2022,41.3,26.4,0,27.5,3,Extreme Hot,2022,5,1
02-05-2022,40.9,26.1,0,22.3,3,Extreme Hot,2022,5,2
03-05-2022,39.4,26.8,0.1,22.2,51,Hot Sunny,2022,5,3
04-05-2022,39.2,26.1,0.2,28,51,Hot Sunny,2022,5,4
05-05-2022,38.2,23.5,0,14.9,1,Hot Sunny,2022,5,5
06-05-2022,39.3,25.6,0,14.8,1,Hot Sunny,2022,5,6
07-05-2022,39.9,26,0,17.8,1,Hot Sunny,2022,5,7
08-05-2022,41.2,25.5,0,18.8,0,Extreme Hot,2022,5,8
09-05-2022,40.2,27.4,0,19.9,1,Extreme Hot,2022,5,9
10-05-2022,39.7,28.1,0,16.8,2,Hot Sunny,2022,5,10
11-05-2022,41.2,27.8,0,20.7,1,Extreme Hot,2022,5,11
12-05-2022,42.7,28.6,0,23.7,1,Extreme Hot,2022,5,12
13-05-2022,43.7,27.8,0,27,1,Extreme Hot,2022,5,13
14-05-2022,44.2,27.6,0,18,0,Extreme Hot,2022,5,14
15-05-2022,45.3,29.5,0,24.7,3,Extreme Hot,2022,5,15
16-05-2022,42,31.5,0,26.1,3,Extreme Hot,2022,5,16
17-05-2022,39.1,28,0.4,27.9,51,Hot Sunny,2022,5,17
18-05-2022,42.3,27.5,0,13.1,2,Extreme Hot,2022,5,18
19-05-2022,43.5,27,0,18.3,0,Extreme Hot,2022,5,19
20-05-2022,45.2,28.1,0,27.8,3,Extreme Hot,2022,5,20
21-05-2022,40.5,29.4,0,23.5,3,Extreme Hot,2022,5,21
22-05-2022,40,25.8,0,25.8,1,Extreme Hot,2022,5,22
23-05-2022,31.5,22,25.5,34.3,65,Heavy Rainy,2022,5,23
24-05-2022,33.1,21.5,0,21,3,Sunny,2022,5,24
25-05-2022,33.2,23,0,9.5,0,Sunny,2022,5,25
26-05-2022,35.5,23.8,0,12.7,0,Hot Sunny,2022,5,26
27-05-2022,38.2,25.6,0,20.2,3,Hot Sunny,2022,5,27
28-05-2022,39.7,27,1.2,14.4,55,Hot Sunny,2022,5,28
29-05-2022,40.6,26.2,0,20.8,2,Extreme Hot,2022,5,29
30-05-2022,40.7,27.5,0.2,32,51,Extreme Hot,2022,5,30
31-05-2022,39.7,25.6,0,19.1,2,Hot Sunny,2022,5,31
01-06-2022,40.5,25.4,0,19.5,1,Extreme Hot,2022,6,1
02-06-2022,41.5,28.4,0,22.7,1,Extreme Hot,2022,6,2
03-06-2022,42.5,27.2,0,18,2,Extreme Hot,2022,6,3
04-06-2022,43.4,26.9,0,16.9,3,Extreme Hot,2022,6,4
05-06-2022,42.9,28.8,0,20.8,3,Extreme Hot,2022,6,5
06-06-2022,42.4,28.4,0,17.4,0,Extreme Hot,2022,6,6
07-06-2022,43.2,29.6,0,24.8,2,Extreme Hot,2022,6,7
08-06-2022,42.5,31.8,0,26,1,Extreme Hot,2022,6,8
09-06-2022,42.8,30.7,0,22,2,Extreme Hot,2022,6,9
10-06-2022,42.1,30.5,0,24.8,2,Extreme Hot,2022,6,10
11-06-2022,43.2,31.1,0,26.7,1,Extreme Hot,2022,6,11
12-06-2022,42.7,30,0,22,1,Extreme Hot,2022,6,12
13-06-2022,43.1,31.6,0,26.1,3,Extreme Hot,2022,6,13
14-06-2022,38.5,31,0,28,3,Hot Sunny,2022,6,14
15-06-2022,41.9,29.4,0,25.6,1,Extreme Hot,2022,6,15
16-06-2022,39,30.6,0.7,22.9,53,Hot Sunny,2022,6,16
17-06-2022,36.5,23.8,11.6,15.7,65,Rainy,2022,6,17
18-06-2022,34.5,24.9,0.9,24.6,53,Sunny,2022,6,18
19-06-2022,32,23.7,9.9,15.8,61,Rainy,2022,6,19
20-06-2022,32.5,22.6,0.1,10.1,51,Sunny,2022,6,20
21-06-2022,32,24.3,9.3,11.2,65,Rainy,2022,6,21
22-06-2022,34.5,24.1,13,12.3,63,Rainy,2022,6,22
23-06-2022,36.7,26.2,0,21,3,Hot Sunny,2022,6,23
24-06-2022,37.4,24.3,0,17.6,0,Hot Sunny,2022,6,24
25-06-2022,38.3,24.9,0,13.1,3,Hot Sunny,2022,6,25
26-06-2022,39.2,28.5,0,20.9,3,Hot Sunny,2022,6,26
27-06-2022,38.7,30.2,0,20.2,3,Hot Sunny,2022,6,27
28-06-2022,41,28,0.9,16.3,53,Extreme Hot,2022,6,28
29-06-2022,41.8,29.3,0,23.1,3,Extreme Hot,2022,6,29
30-06-2022,31.2,26.4,1.4,22.4,51,Sunny,2022,6,30
01-07-2022,32,24.8,1,9.7,51,Sunny,2022,7,1
02-07-2022,35,26.1,2.3,14.3,61,Hot Sunny,2022,7,2
03-07-2022,34.4,25.4,4.5,15.1,61,Sunny,2022,7,3
04-07-2022,35.2,25.9,15.5,9.4,65,Rainy,2022,7,4
05-07-2022,36.3,27,0.2,15.5,51,Hot Sunny,2022,7,5
06-07-2022,35.8,28.5,4,19.8,61,Hot Sunny,2022,7,6
07-07-2022,35.5,27.4,0.5,15.3,51,Hot Sunny,2022,7,7
08-07-2022,36.8,29,0.1,15.9,51,Hot Sunny,2022,7,8
09-07-2022,34,28.6,1.2,18.2,53,Sunny,2022,7,9
10-07-2022,33.2,27.2,7.5,10.7,63,Rainy,2022,7,10
11-07-2022,35,26.9,0.1,8.2,51,Hot Sunny,2022,7,11
12-07-2022,35,28.3,2.7,12.6,61,Hot Sunny,2022,7,12
13-07-2022,35.4,27.8,0.2,13.4,51,Hot Sunny,2022,7,13
14-07-2022,34.7,28,10.6,17.9,63,Rainy,2022,7,14
15-07-2022,36.3,28.9,2.6,18.5,61,Hot Sunny,2022,7,15
16-07-2022,33.6,27.9,20.5,13,65,Heavy Rainy,2022,7,16
17-07-2022,34.2,25.7,10.3,16.8,63,Rainy,2022,7,17
18-07-2022,35.5,25.9,3.2,10.2,63,Hot Sunny,2022,7,18
19-07-2022,35.3,27.4,1.7,18.5,53,Hot Sunny,2022,7,19
20-07-2022,33.4,26.5,26.9,16.7,65,Heavy Rainy,2022,7,20
21-07-2022,30.7,24.6,16.5,10.4,63,Rainy,2022,7,21
22-07-2022,31.3,25.1,5,10.2,61,Sunny,2022,7,22
23-07-2022,30.9,25,15.4,21.1,63,Rainy,2022,7,23
24-07-2022,33.2,25.7,7.8,23,63,Rainy,2022,7,24
25-07-2022,32.5,25.8,9.9,24.7,63,Rainy,2022,7,25
26-07-2022,31.5,25.3,2.8,18.9,55,Sunny,2022,7,26
27-07-2022,32,25.3,4.9,16.6,61,Sunny,2022,7,27
28-07-2022,31.7,25,21.8,11.4,63,Heavy Rainy,2022,7,28
29-07-2022,30.2,24.6,16.9,14.3,63,Rainy,2022,7,29
30-07-2022,31.3,25.4,4.9,10.7,61,Sunny,2022,7,30
31-07-2022,32.9,25.5,1,10.5,51,Sunny,2022,7,31
01-08-2022,31.5,25.1,10,12.2,63,Rainy,2022,8,1
02-08-2022,33.4,25.8,0.3,12.9,51,Sunny,2022,8,2
03-08-2022,32.8,26.5,0.6,12,51,Sunny,2022,8,3
04-08-2022,31.5,26.4,1.7,14,53,Sunny,2022,8,4
05-08-2022,31,24.6,5.7,13.2,63,Rainy,2022,8,5
06-08-2022,32.4,25.6,1.9,6.3,53,Sunny,2022,8,6
07-08-2022,30.7,25.1,18.6,13.8,65,Rainy,2022,8,7
08-08-2022,33.3,24.8,0.2,7.9,51,Sunny,2022,8,8
09-08-2022,33.5,27.4,0.4,17.2,51,Sunny,2022,8,9
10-08-2022,34.5,27.5,0.4,18.5,51,Sunny,2022,8,10
11-08-2022,28.7,26.6,3.8,25.5,55,Sunny,2022,8,11
12-08-2022,33.7,25.1,0.2,26.8,51,Sunny,2022,8,12
13-08-2022,33.2,26.3,0.8,20.9,51,Sunny,2022,8,13
14-08-2022,32.7,26.1,5.5,17.3,63,Rainy,2022,8,14
15-08-2022,31,25.6,1.6,18.4,61,Sunny,2022,8,15
16-08-2022,30.2,25.4,8.4,32.4,63,Rainy,2022,8,16
17-08-2022,32,25.2,0.3,23.2,51,Sunny,2022,8,17
18-08-2022,33.4,25.5,0.8,13.5,51,Sunny,2022,8,18
19-08-2022,34,26.5,0.5,18.4,51,Sunny,2022,8,19
20-08-2022,30.5,24.5,6.8,12.4,63,Rainy,2022,8,20
21-08-2022,33.5,25.6,0.3,10.5,51,Sunny,2022,8,21
22-08-2022,32.9,25.8,6.5,16.2,63,Rainy,2022,8,22
23-08-2022,33.1,25.9,1.2,32.7,53,Sunny,2022,8,23
24-08-2022,32.3,25.8,0.7,19.2,51,Sunny,2022,8,24
25-08-2022,33.6,25,0.5,7,51,Sunny,2022,8,25
26-08-2022,34.8,26.5,0.5,16,51,Sunny,2022,8,26
27-08-2022,35,27.5,1.2,21.1,51,Hot Sunny,2022,8,27
28-08-2022,35.5,27.5,0.1,21.5,51,Hot Sunny,2022,8,28
29-08-2022,34.8,27.2,0.6,14.1,51,Sunny,2022,8,29
30-08-2022,36.8,26.3,0,11.3,3,Hot Sunny,2022,8,30
31-08-2022,36.8,27.7,0.2,19.8,51,Hot Sunny,2022,8,31
01-09-2022,36.8,27.8,0.5,14.5,53,Hot Sunny,2022,9,1
02-09-2022,36.7,27.4,0,13.1,3,Hot Sunny,2022,9,2
03-09-2022,37.7,27.5,0,22.2,1,Hot Sunny,2022,9,3
04-09-2022,36.8,27.7,0,21,1,Hot Sunny,2022,9,4
05-09-2022,36.2,27,0,15.8,2,Hot Sunny,2022,9,5
06-09-2022,37.4,27,0,11.9,2,Hot Sunny,2022,9,6
07-09-2022,37.3,27.1,0,14.6,1,Hot Sunny,2022,9,7
08-09-2022,36.6,26.6,0,12.9,1,Hot Sunny,2022,9,8
09-09-2022,35,27.7,0.2,12.1,51,Hot Sunny,2022,9,9
